Date;Hour;Station;Ridership
2025-08-04;12;Thalaghattapura;124
2025-08-04;13;Thalaghattapura;133
2025-08-04;14;Thalaghattapura;113
2025-08-04;15;Thalaghattapura;169
2025-08-04;16;Thalaghattapura;228
2025-08-04;17;Thalaghattapura;143
2025-08-04;18;Thalaghattapura;153
2025-08-04;19;Thalaghattapura;129
2025-08-04;20;Thalaghattapura;69
2025-08-04;21;Thalaghattapura;29
2025-08-04;22;Thalaghattapura;21
2025-08-04;23;Thalaghattapura;0
2025-08-04;0;Trinity;0
2025-08-04;1;Trinity;0
2025-08-04;2;Trinity;0
2025-08-04;3;Trinity;0
2025-08-04;4;Trinity;2
2025-08-04;5;Trinity;23
2025-08-04;6;Trinity;63
2025-08-04;7;Trinity;185
2025-08-04;8;Trinity;278
2025-08-04;9;Trinity;317
2025-08-04;10;Trinity;324
2025-08-04;11;Trinity;288
2025-08-04;12;Trinity;337
2025-08-04;13;Trinity;442
2025-08-04;14;Trinity;436
2025-08-04;15;Trinity;515
2025-08-04;16;Trinity;896
2025-08-04;17;Trinity;2099
2025-08-04;18;Trinity;3988
2025-08-04;19;Trinity;2916
2025-08-04;20;Trinity;1080
2025-08-04;21;Trinity;557
2025-08-04;22;Trinity;261
2025-08-04;23;Trinity;17
2025-08-04;0;Vajarahalli;0
2025-08-04;1;Vajarahalli;0
2025-08-04;2;Vajarahalli;0
2025-08-04;3;Vajarahalli;0
2025-08-04;4;Vajarahalli;6
2025-08-04;5;Vajarahalli;35
2025-08-04;6;Vajarahalli;108
2025-08-04;7;Vajarahalli;548
2025-08-04;8;Vajarahalli;757
2025-08-04;9;Vajarahalli;795
2025-08-04;10;Vajarahalli;455
2025-08-04;11;Vajarahalli;256
2025-08-04;12;Vajarahalli;275
2025-08-04;13;Vajarahalli;233
2025-08-04;14;Vajarahalli;299
2025-08-04;15;Vajarahalli;301
2025-08-04;16;Vajarahalli;327
2025-08-04;17;Vajarahalli;267
2025-08-04;18;Vajarahalli;289
2025-08-04;19;Vajarahalli;228
2025-08-04;20;Vajarahalli;122
2025-08-04;21;Vajarahalli;74
2025-08-04;22;Vajarahalli;42
2025-08-04;23;Vajarahalli;7
2025-08-04;0;Vijayanagar;0
2025-08-04;1;Vijayanagar;0
2025-08-04;2;Vijayanagar;0
2025-08-04;3;Vijayanagar;0
2025-08-04;4;Vijayanagar;8
2025-08-04;5;Vijayanagar;104
2025-08-04;6;Vijayanagar;275
2025-08-04;7;Vijayanagar;876
2025-08-04;8;Vijayanagar;1968
2025-08-04;9;Vijayanagar;2528
2025-08-04;10;Vijayanagar;1622
2025-08-04;11;Vijayanagar;717
2025-08-04;12;Vijayanagar;522
2025-08-04;13;Vijayanagar;539
2025-08-04;14;Vijayanagar;458
2025-08-04;15;Vijayanagar;414
2025-08-04;16;Vijayanagar;485
2025-08-04;17;Vijayanagar;505
2025-08-04;18;Vijayanagar;515
2025-08-04;19;Vijayanagar;444
2025-08-04;20;Vijayanagar;342
2025-08-04;21;Vijayanagar;195
2025-08-04;22;Vijayanagar;116
2025-08-04;23;Vijayanagar;10
2025-08-04;0;Whitefield (Kadugodi);0
2025-08-04;1;Whitefield (Kadugodi);0
2025-08-04;2;Whitefield (Kadugodi);0
2025-08-04;3;Whitefield (Kadugodi);0
2025-08-04;4;Whitefield (Kadugodi);25
2025-08-04;5;Whitefield (Kadugodi);115
2025-08-04;6;Whitefield (Kadugodi);320
2025-08-04;7;Whitefield (Kadugodi);867
2025-08-04;8;Whitefield (Kadugodi);1529
2025-08-04;9;Whitefield (Kadugodi);1891
2025-08-04;10;Whitefield (Kadugodi);1102
2025-08-04;11;Whitefield (Kadugodi);735
2025-08-04;12;Whitefield (Kadugodi);387
2025-08-04;13;Whitefield (Kadugodi);357
2025-08-04;14;Whitefield (Kadugodi);339
2025-08-04;15;Whitefield (Kadugodi);279
2025-08-04;16;Whitefield (Kadugodi);278
2025-08-04;17;Whitefield (Kadugodi);327
2025-08-04;18;Whitefield (Kadugodi);299
2025-08-04;19;Whitefield (Kadugodi);313
2025-08-04;20;Whitefield (Kadugodi);160
2025-08-04;21;Whitefield (Kadugodi);125
2025-08-04;22;Whitefield (Kadugodi);68
2025-08-04;23;Whitefield (Kadugodi);0
2025-08-04;0;Yelachenahalli;0
2025-08-04;1;Yelachenahalli;0
2025-08-04;2;Yelachenahalli;0
2025-08-04;3;Yelachenahalli;0
2025-08-04;4;Yelachenahalli;14
2025-08-04;5;Yelachenahalli;59
2025-08-04;6;Yelachenahalli;162
2025-08-04;7;Yelachenahalli;696
2025-08-04;8;Yelachenahalli;1602
2025-08-04;9;Yelachenahalli;1846
2025-08-04;10;Yelachenahalli;1100
2025-08-04;11;Yelachenahalli;500
2025-08-04;12;Yelachenahalli;426
2025-08-04;13;Yelachenahalli;347
2025-08-04;14;Yelachenahalli;313
2025-08-04;15;Yelachenahalli;539
2025-08-04;16;Yelachenahalli;610
2025-08-04;17;Yelachenahalli;639
2025-08-04;18;Yelachenahalli;641
2025-08-04;19;Yelachenahalli;480
2025-08-04;20;Yelachenahalli;260
2025-08-04;21;Yelachenahalli;158
2025-08-04;22;Yelachenahalli;58
2025-08-04;23;Yelachenahalli;4
2025-08-04;0;Yeshwantpur;0
2025-08-04;1;Yeshwantpur;0
2025-08-04;2;Yeshwantpur;0
2025-08-04;3;Yeshwantpur;0
2025-08-04;4;Yeshwantpur;734
2025-08-04;5;Yeshwantpur;1159
2025-08-04;6;Yeshwantpur;805
2025-08-04;7;Yeshwantpur;1308
2025-08-04;8;Yeshwantpur;2004
2025-08-04;9;Yeshwantpur;1426
2025-08-04;10;Yeshwantpur;1124
2025-08-04;11;Yeshwantpur;632
2025-08-04;12;Yeshwantpur;693
2025-08-04;13;Yeshwantpur;663
2025-08-04;14;Yeshwantpur;547
2025-08-04;15;Yeshwantpur;338
2025-08-04;16;Yeshwantpur;504
2025-08-04;17;Yeshwantpur;796
2025-08-04;18;Yeshwantpur;776
2025-08-04;19;Yeshwantpur;772
2025-08-04;20;Yeshwantpur;1523
2025-08-04;21;Yeshwantpur;395
2025-08-04;22;Yeshwantpur;257
2025-08-04;23;Yeshwantpur;61
2025-08-05;0;Attiguppe;0
2025-08-05;1;Attiguppe;0
2025-08-05;2;Attiguppe;0
2025-08-05;3;Attiguppe;0
2025-08-05;4;Attiguppe;6
2025-08-05;5;Attiguppe;59
2025-08-05;6;Attiguppe;213
2025-08-05;7;Attiguppe;798
2025-08-05;8;Attiguppe;1691
2025-08-05;9;Attiguppe;2101
2025-08-05;10;Attiguppe;1143
2025-08-05;11;Attiguppe;482
2025-08-05;12;Attiguppe;374
2025-08-05;13;Attiguppe;323
2025-08-05;14;Attiguppe;272
2025-08-05;15;Attiguppe;323
2025-08-05;16;Attiguppe;275
2025-08-05;17;Attiguppe;335
2025-08-05;18;Attiguppe;316
2025-08-05;19;Attiguppe;319
2025-08-05;20;Attiguppe;200
2025-08-05;21;Attiguppe;156
2025-08-05;22;Attiguppe;104
2025-08-05;23;Attiguppe;10
2025-08-05;0;Baiyappanahalli;0
2025-08-05;1;Baiyappanahalli;0
2025-08-05;2;Baiyappanahalli;0
2025-08-05;3;Baiyappanahalli;0
2025-08-05;4;Baiyappanahalli;29
2025-08-05;5;Baiyappanahalli;75
2025-08-05;6;Baiyappanahalli;274
2025-08-05;7;Baiyappanahalli;809
2025-08-05;8;Baiyappanahalli;2221
2025-08-05;9;Baiyappanahalli;3246
2025-08-05;10;Baiyappanahalli;1561
2025-08-05;11;Baiyappanahalli;727
2025-08-05;12;Baiyappanahalli;584
2025-08-05;13;Baiyappanahalli;465
2025-08-05;14;Baiyappanahalli;276
2025-08-05;15;Baiyappanahalli;488
2025-08-05;16;Baiyappanahalli;638
2025-08-05;17;Baiyappanahalli;943
2025-08-05;18;Baiyappanahalli;1151
2025-08-05;19;Baiyappanahalli;858
2025-08-05;20;Baiyappanahalli;401
2025-08-05;21;Baiyappanahalli;311
2025-08-05;22;Baiyappanahalli;121
2025-08-05;23;Baiyappanahalli;6
2025-08-05;0;Banashankari;0
2025-08-05;1;Banashankari;0
2025-08-05;2;Banashankari;0
2025-08-05;3;Banashankari;0
2025-08-05;4;Banashankari;0
2025-08-05;5;Banashankari;57
2025-08-05;6;Banashankari;164
2025-08-05;7;Banashankari;575
2025-08-05;8;Banashankari;1171
2025-08-05;9;Banashankari;1352
2025-08-05;10;Banashankari;900
2025-08-05;11;Banashankari;639
2025-08-05;12;Banashankari;632
2025-08-05;13;Banashankari;673
2025-08-05;14;Banashankari;578
2025-08-05;15;Banashankari;577
2025-08-05;16;Banashankari;809
2025-08-05;17;Banashankari;999
2025-08-05;18;Banashankari;1210
2025-08-05;19;Banashankari;1095
2025-08-05;20;Banashankari;711
2025-08-05;21;Banashankari;374
2025-08-05;22;Banashankari;190
2025-08-05;23;Banashankari;25
2025-08-05;0;Benniganahalli;2
2025-08-05;1;Benniganahalli;0
2025-08-05;2;Benniganahalli;0
2025-08-05;3;Benniganahalli;0
2025-08-05;4;Benniganahalli;51
2025-08-05;5;Benniganahalli;171
2025-08-05;6;Benniganahalli;492
2025-08-05;7;Benniganahalli;1407
2025-08-05;8;Benniganahalli;3116
2025-08-05;9;Benniganahalli;3864
2025-08-05;10;Benniganahalli;3159
2025-08-05;11;Benniganahalli;1760
2025-08-05;12;Benniganahalli;1352
2025-08-05;13;Benniganahalli;1024
2025-08-05;14;Benniganahalli;780
2025-08-05;15;Benniganahalli;836
2025-08-05;16;Benniganahalli;1106
2025-08-05;17;Benniganahalli;1420
2025-08-05;18;Benniganahalli;1713
2025-08-05;19;Benniganahalli;1706
2025-08-05;20;Benniganahalli;886
2025-08-05;21;Benniganahalli;530
2025-08-05;22;Benniganahalli;271
2025-08-05;23;Benniganahalli;35
2025-08-05;0;Challaghatta;0
2025-08-05;1;Challaghatta;0
2025-08-05;2;Challaghatta;0
2025-08-05;3;Challaghatta;0
2025-08-05;4;Challaghatta;5
2025-08-05;5;Challaghatta;28
2025-08-05;6;Challaghatta;106
2025-08-05;7;Challaghatta;297
2025-08-05;8;Challaghatta;711
2025-08-05;9;Challaghatta;639
2025-08-05;10;Challaghatta;363
2025-08-05;11;Challaghatta;336
2025-08-05;12;Challaghatta;262
2025-08-05;13;Challaghatta;330
2025-08-05;14;Challaghatta;248
2025-08-05;15;Challaghatta;316
2025-08-05;16;Challaghatta;463
2025-08-05;17;Challaghatta;449
2025-08-05;18;Challaghatta;429
2025-08-05;19;Challaghatta;360
2025-08-05;20;Challaghatta;147
2025-08-05;21;Challaghatta;63
2025-08-05;22;Challaghatta;48
2025-08-05;23;Challaghatta;1
2025-08-05;0;Chickpete;0
2025-08-05;1;Chickpete;0
2025-08-05;2;Chickpete;0
2025-08-05;3;Chickpete;0
2025-08-05;4;Chickpete;1
2025-08-05;5;Chickpete;17
2025-08-05;6;Chickpete;68
2025-08-05;7;Chickpete;244
2025-08-05;8;Chickpete;355
2025-08-05;9;Chickpete;353
2025-08-05;10;Chickpete;315
2025-08-05;11;Chickpete;387
2025-08-05;12;Chickpete;648
2025-08-05;13;Chickpete;1081
2025-08-05;14;Chickpete;1505
2025-08-05;15;Chickpete;1444
2025-08-05;16;Chickpete;1501
2025-08-05;17;Chickpete;1478
2025-08-05;18;Chickpete;1614
2025-08-05;19;Chickpete;1480
2025-08-05;20;Chickpete;1458
2025-08-05;21;Chickpete;786
2025-08-05;22;Chickpete;191
2025-08-05;23;Chickpete;25
2025-08-05;0;Chikkabidarakallu;0
2025-08-05;1;Chikkabidarakallu;0
2025-08-05;2;Chikkabidarakallu;0
2025-08-05;3;Chikkabidarakallu;0
2025-08-05;4;Chikkabidarakallu;6
2025-08-05;5;Chikkabidarakallu;32
2025-08-05;6;Chikkabidarakallu;107
2025-08-05;7;Chikkabidarakallu;448
2025-08-05;8;Chikkabidarakallu;768
2025-08-05;9;Chikkabidarakallu;832
2025-08-05;10;Chikkabidarakallu;435
2025-08-05;11;Chikkabidarakallu;263
2025-08-05;12;Chikkabidarakallu;201
2025-08-05;13;Chikkabidarakallu;125
2025-08-05;14;Chikkabidarakallu;112
2025-08-05;15;Chikkabidarakallu;89
2025-08-05;16;Chikkabidarakallu;135
2025-08-05;17;Chikkabidarakallu;125
2025-08-05;18;Chikkabidarakallu;193
2025-08-05;19;Chikkabidarakallu;112
2025-08-05;20;Chikkabidarakallu;68
2025-08-05;21;Chikkabidarakallu;53
2025-08-05;22;Chikkabidarakallu;21
2025-08-05;23;Chikkabidarakallu;1
2025-08-05;0;Cubbon Park;0
2025-08-05;1;Cubbon Park;0
2025-08-05;2;Cubbon Park;0
2025-08-05;3;Cubbon Park;0
2025-08-05;4;Cubbon Park;0
2025-08-05;5;Cubbon Park;24
2025-08-05;6;Cubbon Park;55
2025-08-05;7;Cubbon Park;248
2025-08-05;8;Cubbon Park;482
2025-08-05;9;Cubbon Park;556
2025-08-05;10;Cubbon Park;447
2025-08-05;11;Cubbon Park;381
2025-08-05;12;Cubbon Park;528
2025-08-05;13;Cubbon Park;604
2025-08-05;14;Cubbon Park;779
2025-08-05;15;Cubbon Park;839
2025-08-05;16;Cubbon Park;1163
2025-08-05;17;Cubbon Park;2340
2025-08-05;18;Cubbon Park;3427
2025-08-05;19;Cubbon Park;2285
2025-08-05;20;Cubbon Park;909
2025-08-05;21;Cubbon Park;417
2025-08-05;22;Cubbon Park;223
2025-08-05;23;Cubbon Park;44
2025-08-05;0;Dasarahalli;0
2025-08-05;1;Dasarahalli;0
2025-08-05;2;Dasarahalli;0
2025-08-05;3;Dasarahalli;0
2025-08-05;4;Dasarahalli;2
2025-08-05;5;Dasarahalli;93
2025-08-05;6;Dasarahalli;277
2025-08-05;7;Dasarahalli;915
2025-08-05;8;Dasarahalli;1898
2025-08-05;9;Dasarahalli;1744
2025-08-05;10;Dasarahalli;1098
2025-08-05;11;Dasarahalli;649
2025-08-05;12;Dasarahalli;582
2025-08-05;13;Dasarahalli;438
2025-08-05;14;Dasarahalli;417
2025-08-05;15;Dasarahalli;330
2025-08-05;16;Dasarahalli;416
2025-08-05;17;Dasarahalli;468
2025-08-05;18;Dasarahalli;519
2025-08-05;19;Dasarahalli;365
2025-08-05;20;Dasarahalli;290
2025-08-05;21;Dasarahalli;213
2025-08-05;22;Dasarahalli;65
2025-08-05;23;Dasarahalli;7
2025-08-05;0;Deepanjali Nagar;0
2025-08-05;1;Deepanjali Nagar;0
2025-08-05;2;Deepanjali Nagar;0
2025-08-05;3;Deepanjali Nagar;0
2025-08-05;4;Deepanjali Nagar;25
2025-08-05;5;Deepanjali Nagar;97
2025-08-05;6;Deepanjali Nagar;154
2025-08-05;7;Deepanjali Nagar;395
2025-08-05;8;Deepanjali Nagar;727
2025-08-05;9;Deepanjali Nagar;823
2025-08-05;10;Deepanjali Nagar;488
2025-08-05;11;Deepanjali Nagar;251
2025-08-05;12;Deepanjali Nagar;216
2025-08-05;13;Deepanjali Nagar;182
2025-08-05;14;Deepanjali Nagar;138
2025-08-05;15;Deepanjali Nagar;113
2025-08-05;16;Deepanjali Nagar;155
2025-08-05;17;Deepanjali Nagar;168
2025-08-05;18;Deepanjali Nagar;212
2025-08-05;19;Deepanjali Nagar;188
2025-08-05;20;Deepanjali Nagar;159
2025-08-05;21;Deepanjali Nagar;117
2025-08-05;22;Deepanjali Nagar;64
2025-08-05;23;Deepanjali Nagar;9
2025-08-05;0;Doddakallasandra;0
2025-08-05;1;Doddakallasandra;0
2025-08-05;2;Doddakallasandra;0
2025-08-05;3;Doddakallasandra;0
2025-08-05;4;Doddakallasandra;4
2025-08-05;5;Doddakallasandra;19
2025-08-05;6;Doddakallasandra;100
2025-08-05;7;Doddakallasandra;551
2025-08-05;8;Doddakallasandra;927
2025-08-05;9;Doddakallasandra;941
2025-08-05;10;Doddakallasandra;502
2025-08-05;11;Doddakallasandra;330
2025-08-05;12;Doddakallasandra;207
2025-08-05;13;Doddakallasandra;211
2025-08-05;14;Doddakallasandra;162
2025-08-05;15;Doddakallasandra;165
2025-08-05;16;Doddakallasandra;183
2025-08-05;17;Doddakallasandra;210
2025-08-05;18;Doddakallasandra;327
2025-08-05;19;Doddakallasandra;230
2025-08-05;20;Doddakallasandra;142
2025-08-05;21;Doddakallasandra;54
2025-08-05;22;Doddakallasandra;28
2025-08-05;23;Doddakallasandra;4
2025-08-05;0;Dr. B. R. Ambedkar Station, Vidhana Soudha;0
2025-08-05;1;Dr. B. R. Ambedkar Station, Vidhana Soudha;0
2025-08-05;2;Dr. B. R. Ambedkar Station, Vidhana Soudha;0
2025-08-05;3;Dr. B. R. Ambedkar Station, Vidhana Soudha;0
2025-08-05;4;Dr. B. R. Ambedkar Station, Vidhana Soudha;0
2025-08-05;5;Dr. B. R. Ambedkar Station, Vidhana Soudha;10
2025-08-05;6;Dr. B. R. Ambedkar Station, Vidhana Soudha;48
2025-08-05;7;Dr. B. R. Ambedkar Station, Vidhana Soudha;101
2025-08-05;8;Dr. B. R. Ambedkar Station, Vidhana Soudha;229
2025-08-05;9;Dr. B. R. Ambedkar Station, Vidhana Soudha;284
2025-08-05;10;Dr. B. R. Ambedkar Station, Vidhana Soudha;405
2025-08-05;11;Dr. B. R. Ambedkar Station, Vidhana Soudha;348
2025-08-05;12;Dr. B. R. Ambedkar Station, Vidhana Soudha;522
2025-08-05;13;Dr. B. R. Ambedkar Station, Vidhana Soudha;653
2025-08-05;14;Dr. B. R. Ambedkar Station, Vidhana Soudha;750
2025-08-05;15;Dr. B. R. Ambedkar Station, Vidhana Soudha;875
2025-08-05;16;Dr. B. R. Ambedkar Station, Vidhana Soudha;1118
2025-08-05;17;Dr. B. R. Ambedkar Station, Vidhana Soudha;2863
2025-08-05;18;Dr. B. R. Ambedkar Station, Vidhana Soudha;2318
2025-08-05;19;Dr. B. R. Ambedkar Station, Vidhana Soudha;1268
2025-08-05;20;Dr. B. R. Ambedkar Station, Vidhana Soudha;585
2025-08-05;21;Dr. B. R. Ambedkar Station, Vidhana Soudha;236
2025-08-05;22;Dr. B. R. Ambedkar Station, Vidhana Soudha;63
2025-08-05;23;Dr. B. R. Ambedkar Station, Vidhana Soudha;5
2025-08-05;0;Garudacharpalya;0
2025-08-05;1;Garudacharpalya;0
2025-08-05;2;Garudacharpalya;0
2025-08-05;3;Garudacharpalya;0
2025-08-05;4;Garudacharpalya;3
2025-08-05;5;Garudacharpalya;38
2025-08-05;6;Garudacharpalya;135
2025-08-05;7;Garudacharpalya;272
2025-08-05;8;Garudacharpalya;540
2025-08-05;9;Garudacharpalya;578
2025-08-05;10;Garudacharpalya;346
2025-08-05;11;Garudacharpalya;260
2025-08-05;12;Garudacharpalya;206
2025-08-05;13;Garudacharpalya;240
2025-08-05;14;Garudacharpalya;223
2025-08-05;15;Garudacharpalya;386
2025-08-05;16;Garudacharpalya;806
2025-08-05;17;Garudacharpalya;1279
2025-08-05;18;Garudacharpalya;1635
2025-08-05;19;Garudacharpalya;1003
2025-08-05;20;Garudacharpalya;495
2025-08-05;21;Garudacharpalya;329
2025-08-05;22;Garudacharpalya;145
2025-08-05;23;Garudacharpalya;7
2025-08-05;0;Goraguntepalya;0
2025-08-05;1;Goraguntepalya;0
2025-08-05;2;Goraguntepalya;0
2025-08-05;3;Goraguntepalya;0
2025-08-05;4;Goraguntepalya;5
2025-08-05;5;Goraguntepalya;90
2025-08-05;6;Goraguntepalya;136
2025-08-05;7;Goraguntepalya;355
2025-08-05;8;Goraguntepalya;647
2025-08-05;9;Goraguntepalya;623
2025-08-05;10;Goraguntepalya;474
2025-08-05;11;Goraguntepalya;285
2025-08-05;12;Goraguntepalya;282
2025-08-05;13;Goraguntepalya;270
2025-08-05;14;Goraguntepalya;274
2025-08-05;15;Goraguntepalya;271
2025-08-05;16;Goraguntepalya;333
2025-08-05;17;Goraguntepalya;478
2025-08-05;18;Goraguntepalya;1011
2025-08-05;19;Goraguntepalya;713
2025-08-05;20;Goraguntepalya;337
2025-08-05;21;Goraguntepalya;152
2025-08-05;22;Goraguntepalya;82
2025-08-05;23;Goraguntepalya;12
2025-08-05;0;Halasuru;0
2025-08-05;1;Halasuru;0
2025-08-05;2;Halasuru;0
2025-08-05;3;Halasuru;0
2025-08-05;4;Halasuru;0
2025-08-05;5;Halasuru;43
2025-08-05;6;Halasuru;213
2025-08-05;7;Halasuru;558
2025-08-05;8;Halasuru;1228
2025-08-05;9;Halasuru;1709
2025-08-05;10;Halasuru;1073
2025-08-05;11;Halasuru;607
2025-08-05;12;Halasuru;405
2025-08-05;13;Halasuru;375
2025-08-05;14;Halasuru;412
2025-08-05;15;Halasuru;348
2025-08-05;16;Halasuru;472
2025-08-05;17;Halasuru;600
2025-08-05;18;Halasuru;825
2025-08-05;19;Halasuru;698
2025-08-05;20;Halasuru;537
2025-08-05;21;Halasuru;318
2025-08-05;22;Halasuru;115
2025-08-05;23;Halasuru;16
2025-08-05;0;Hoodi;0
2025-08-05;1;Hoodi;0
2025-08-05;2;Hoodi;0
2025-08-05;3;Hoodi;0
2025-08-05;4;Hoodi;0
2025-08-05;5;Hoodi;36
2025-08-05;6;Hoodi;125
2025-08-05;7;Hoodi;324
2025-08-05;8;Hoodi;801
2025-08-05;9;Hoodi;898
2025-08-05;10;Hoodi;595
2025-08-05;11;Hoodi;360
2025-08-05;12;Hoodi;269
2025-08-05;13;Hoodi;242
2025-08-05;14;Hoodi;208
2025-08-05;15;Hoodi;220
2025-08-05;16;Hoodi;391
2025-08-05;17;Hoodi;569
2025-08-05;18;Hoodi;893
2025-08-05;19;Hoodi;717
2025-08-05;20;Hoodi;365
2025-08-05;21;Hoodi;278
2025-08-05;22;Hoodi;101
2025-08-05;23;Hoodi;0
2025-08-05;0;Hopefarm Channasandra;0
2025-08-05;1;Hopefarm Channasandra;0
2025-08-05;2;Hopefarm Channasandra;0
2025-08-05;3;Hopefarm Channasandra;0
2025-08-05;4;Hopefarm Channasandra;1
2025-08-05;5;Hopefarm Channasandra;6
2025-08-05;6;Hopefarm Channasandra;34
2025-08-05;7;Hopefarm Channasandra;131
2025-08-05;8;Hopefarm Channasandra;486
2025-08-05;9;Hopefarm Channasandra;677
2025-08-05;10;Hopefarm Channasandra;367
2025-08-05;11;Hopefarm Channasandra;150
2025-08-05;12;Hopefarm Channasandra;102
2025-08-05;13;Hopefarm Channasandra;83
2025-08-05;14;Hopefarm Channasandra;64
2025-08-05;15;Hopefarm Channasandra;46
2025-08-05;16;Hopefarm Channasandra;94
2025-08-05;17;Hopefarm Channasandra;117
2025-08-05;18;Hopefarm Channasandra;156
2025-08-05;19;Hopefarm Channasandra;138
2025-08-05;20;Hopefarm Channasandra;67
2025-08-05;21;Hopefarm Channasandra;36
2025-08-05;22;Hopefarm Channasandra;17
2025-08-05;23;Hopefarm Channasandra;1
2025-08-05;0;Indiranagar;0
2025-08-05;1;Indiranagar;0
2025-08-05;2;Indiranagar;0
2025-08-05;3;Indiranagar;0
2025-08-05;4;Indiranagar;4
2025-08-05;5;Indiranagar;43
2025-08-05;6;Indiranagar;187
2025-08-05;7;Indiranagar;707
2025-08-05;8;Indiranagar;1424
2025-08-05;9;Indiranagar;2141
2025-08-05;10;Indiranagar;1491
2025-08-05;11;Indiranagar;892
2025-08-05;12;Indiranagar;713
2025-08-05;13;Indiranagar;818
2025-08-05;14;Indiranagar;784
2025-08-05;15;Indiranagar;1159
2025-08-05;16;Indiranagar;1686
2025-08-05;17;Indiranagar;2408
2025-08-05;18;Indiranagar;3850
2025-08-05;19;Indiranagar;3127
2025-08-05;20;Indiranagar;1667
2025-08-05;21;Indiranagar;845
2025-08-05;22;Indiranagar;448
2025-08-05;23;Indiranagar;62
2025-08-05;0;Jalahalli;0
2025-08-05;1;Jalahalli;0
2025-08-05;2;Jalahalli;0
2025-08-05;3;Jalahalli;0
2025-08-05;4;Jalahalli;0
2025-08-05;5;Jalahalli;86
2025-08-05;6;Jalahalli;161
2025-08-05;7;Jalahalli;488
2025-08-05;8;Jalahalli;913
2025-08-05;9;Jalahalli;875
2025-08-05;10;Jalahalli;517
2025-08-05;11;Jalahalli;427
2025-08-05;12;Jalahalli;336
2025-08-05;13;Jalahalli;388
2025-08-05;14;Jalahalli;280
2025-08-05;15;Jalahalli;252
2025-08-05;16;Jalahalli;304
2025-08-05;17;Jalahalli;489
2025-08-05;18;Jalahalli;685
2025-08-05;19;Jalahalli;421
2025-08-05;20;Jalahalli;213
2025-08-05;21;Jalahalli;128
2025-08-05;22;Jalahalli;70
2025-08-05;23;Jalahalli;9
2025-08-05;0;Jaya Prakash Nagar;0
2025-08-05;1;Jaya Prakash Nagar;0
2025-08-05;2;Jaya Prakash Nagar;0
2025-08-05;3;Jaya Prakash Nagar;0
2025-08-05;4;Jaya Prakash Nagar;2
2025-08-05;5;Jaya Prakash Nagar;70
2025-08-05;6;Jaya Prakash Nagar;157
2025-08-05;7;Jaya Prakash Nagar;623
2025-08-05;8;Jaya Prakash Nagar;1449
2025-08-05;9;Jaya Prakash Nagar;1641
2025-08-05;10;Jaya Prakash Nagar;926
2025-08-05;11;Jaya Prakash Nagar;510
2025-08-05;12;Jaya Prakash Nagar;405
2025-08-05;13;Jaya Prakash Nagar;397
2025-08-05;14;Jaya Prakash Nagar;316
2025-08-05;15;Jaya Prakash Nagar;353
2025-08-05;16;Jaya Prakash Nagar;531
2025-08-05;17;Jaya Prakash Nagar;639
2025-08-05;18;Jaya Prakash Nagar;910
2025-08-05;19;Jaya Prakash Nagar;755
2025-08-05;20;Jaya Prakash Nagar;418
2025-08-05;21;Jaya Prakash Nagar;256
2025-08-05;22;Jaya Prakash Nagar;106
2025-08-05;23;Jaya Prakash Nagar;15
2025-08-05;0;Jayanagar;0
2025-08-05;1;Jayanagar;0
2025-08-05;2;Jayanagar;0
2025-08-05;3;Jayanagar;0
2025-08-05;4;Jayanagar;2
2025-08-05;5;Jayanagar;27
2025-08-05;6;Jayanagar;101
2025-08-05;7;Jayanagar;346
2025-08-05;8;Jayanagar;774
2025-08-05;9;Jayanagar;891
2025-08-05;10;Jayanagar;732
2025-08-05;11;Jayanagar;552
2025-08-05;12;Jayanagar;518
2025-08-05;13;Jayanagar;680
2025-08-05;14;Jayanagar;667
2025-08-05;15;Jayanagar;836
2025-08-05;16;Jayanagar;1549
2025-08-05;17;Jayanagar;1333
2025-08-05;18;Jayanagar;1703
2025-08-05;19;Jayanagar;1373
2025-08-05;20;Jayanagar;801
2025-08-05;21;Jayanagar;459
2025-08-05;22;Jayanagar;184
2025-08-05;23;Jayanagar;23
2025-08-05;0;Jnanabharathi;0
2025-08-05;1;Jnanabharathi;0
2025-08-05;2;Jnanabharathi;0
2025-08-05;3;Jnanabharathi;0
2025-08-05;4;Jnanabharathi;1
2025-08-05;5;Jnanabharathi;19
2025-08-05;6;Jnanabharathi;117
2025-08-05;7;Jnanabharathi;397
2025-08-05;8;Jnanabharathi;830
2025-08-05;9;Jnanabharathi;923
2025-08-05;10;Jnanabharathi;461
2025-08-05;11;Jnanabharathi;279
2025-08-05;12;Jnanabharathi;220
2025-08-05;13;Jnanabharathi;152
2025-08-05;14;Jnanabharathi;157
2025-08-05;15;Jnanabharathi;110
2025-08-05;16;Jnanabharathi;142
2025-08-05;17;Jnanabharathi;170
2025-08-05;18;Jnanabharathi;183
2025-08-05;19;Jnanabharathi;127
2025-08-05;20;Jnanabharathi;67
2025-08-05;21;Jnanabharathi;53
2025-08-05;22;Jnanabharathi;57
2025-08-05;23;Jnanabharathi;3
2025-08-05;0;Kadugodi Tree Park;0
2025-08-05;1;Kadugodi Tree Park;0
2025-08-05;2;Kadugodi Tree Park;0
2025-08-05;3;Kadugodi Tree Park;0
2025-08-05;4;Kadugodi Tree Park;3
2025-08-05;5;Kadugodi Tree Park;42
